132.5, 12.5
181.5, 12.5
206.5, 13.5
231.5, 12.5
279.5, 13.5
304.5, 12.5
328.5, 12.5
351.5, 12.5
376.5, 12.5
400.5, 12.5
424.5, 12.5
449.5, 12.5
472.5, 12.5
497.5, 12.5
131.5, 37.5
182.5, 36.5
230.5, 37.5
254.5, 37.5
303.5, 36.5
327.5, 36.5
351.5, 37.5
376.5, 36.5
400.5, 36.5
424.5, 37.5
449.5, 36.5
473.5, 36.5
498.5, 36.5
108.5, 60.5
156.5, 60.5
182.5, 60.5
206.5, 60.5
255.5, 60.5
303.5, 60.5
327.5, 60.5
352.5, 60.5
377.5, 60.5
400.5, 60.5
423.5, 60.5
449.5, 60.5
473.5, 60.5
498.5, 60.5
84.5, 83.5
109.5, 83.5
132.5, 84.5
183.5, 84.5
206.5, 84.5
255.5, 85.5
279.5, 84.5
304.5, 84.5
328.5, 84.5
401.5, 84.5
425.5, 85.5
450.5, 84.5
473.5, 84.5
498.5, 84.5
85.5, 106.5
110.5, 106.5
133.5, 106.5
183.5, 107.5
256.5, 107.5
280.5, 107.5
329.5, 107.5
353.5, 107.5
378.5, 107.5
402.5, 107.5
426.5, 107.5
450.5, 107.5
474.5, 106.5
499.5, 107.5
134.5, 130.5
184.5, 130.5
330.5, 130.5
353.5, 130.5
378.5, 130.5
402.5, 131.5
427.5, 131.5
450.5, 129.5
475.5, 130.5
499.5, 129.5
134.5, 155.5
330.5, 156.5
353.5, 156.5
379.5, 156.5
403.5, 156.5
426.5, 155.5
452.5, 156.5
475.5, 155.5
499.5, 155.5
133.5, 183.5
159.5, 182.5
329.5, 182.5
352.5, 182.5
401.5, 182.5
426.5, 182.5
450.5, 183.5
474.5, 182.5
499.5, 183.5
108.5, 206.5
158.5, 208.5
206.5, 207.5
304.5, 208.5
328.5, 208.5
352.5, 208.5
376.5, 207.5
400.5, 208.5
424.5, 208.5
449.5, 208.5
473.5, 208.5
498.5, 208.5
157.5, 233.5
206.5, 234.5
231.5, 234.5
279.5, 234.5
303.5, 233.5
328.5, 233.5
424.5, 234.5
473.5, 234.5
497.5, 234.5
181.5, 259.5
206.5, 260.5
255.5, 259.5
279.5, 259.5
305.5, 259.5
328.5, 259.5
352.5, 259.5
424.5, 259.5
449.5, 260.5
473.5, 260.5
498.5, 259.5
158.5, 283.5
183.5, 282.5
206.5, 283.5
232.5, 283.5
256.5, 283.5
280.5, 283.5
305.5, 283.5
329.5, 283.5
353.5, 283.5
401.5, 283.5
450.5, 284.5
474.5, 284.5
499.5, 283.5
133.5, 307.5
159.5, 307.5
183.5, 307.5
208.5, 307.5
233.5, 307.5
256.5, 307.5
280.5, 307.5
305.5, 307.5
354.5, 307.5
378.5, 307.5
402.5, 307.5
426.5, 307.5
451.5, 307.5
475.5, 307.5
499.5, 307.5
159.5, 329.5
182.5, 329.5
232.5, 329.5
331.5, 328.5
354.5, 329.5
378.5, 329.5
403.5, 329.5
426.5, 329.5
452.5, 329.5
475.5, 329.5
182.5, 351.5
207.5, 350.5
232.5, 351.5
256.5, 350.5
280.5, 351.5
305.5, 351.5
330.5, 351.5
353.5, 350.5
378.5, 351.5
402.5, 351.5
425.5, 351.5
451.5, 351.5
475.5, 351.5
499.5, 351.5
81.5, 375.5
131.5, 374.5
181.5, 375.5
205.5, 374.5
231.5, 374.5
255.5, 374.5
304.5, 374.5
328.5, 374.5
352.5, 375.5
377.5, 374.5
401.5, 374.5
424.5, 374.5
474.5, 374.5
499.5, 374.5
26.5, 391.5
105.5, 398.5
131.5, 397.5
180.5, 397.5
228.5, 397.5
254.5, 397.5
277.5, 397.5
303.5, 397.5
326.5, 397.5
351.5, 397.5
375.5, 397.5
400.5, 396.5
448.5, 397.5
472.5, 397.5
498.5, 397.5
26.5, 415.5
50.5, 415.5
179.5, 421.5
350.5, 419.5
423.5, 420.5
26.5, 440.5
50.5, 440.5
75.5, 440.5
50.5, 464.5
75.5, 464.5
221.5, 464.5
269.5, 464.5
294.5, 464.5
318.5, 464.5
342.5, 464.5
367.5, 464.5
391.5, 464.5
415.5, 464.5
440.5, 464.5
75.5, 489.5
99.5, 489.5
196.5, 489.5
221.5, 489.5
245.5, 489.5
269.5, 489.5
294.5, 489.5
318.5, 489.5
342.5, 489.5
367.5, 489.5
391.5, 489.5
415.5, 489.5
440.5, 489.5
464.5, 489.5
489.5, 489.5
132.5, 12.5
181.5, 12.5
206.5, 13.5
231.5, 12.5
304.5, 12.5
328.5, 12.5
351.5, 12.5
376.5, 12.5
400.5, 12.5
424.5, 12.5
449.5, 12.5
472.5, 12.5
497.5, 12.5
156.5, 36.5
182.5, 36.5
254.5, 37.5
303.5, 36.5
327.5, 36.5
351.5, 37.5
376.5, 36.5
400.5, 36.5
424.5, 37.5
449.5, 36.5
473.5, 36.5
498.5, 36.5
83.5, 59.5
108.5, 60.5
156.5, 60.5
182.5, 60.5
206.5, 60.5
278.5, 60.5
303.5, 60.5
327.5, 60.5
352.5, 60.5
377.5, 60.5
400.5, 60.5
423.5, 60.5
449.5, 60.5
473.5, 60.5
498.5, 60.5
84.5, 83.5
109.5, 83.5
132.5, 84.5
157.5, 84.5
183.5, 84.5
206.5, 84.5
255.5, 85.5
304.5, 84.5
328.5, 84.5
401.5, 84.5
425.5, 85.5
450.5, 84.5
473.5, 84.5
498.5, 84.5
133.5, 106.5
183.5, 107.5
207.5, 107.5
233.5, 107.5
305.5, 107.5
329.5, 107.5
353.5, 107.5
378.5, 107.5
402.5, 107.5
426.5, 107.5
450.5, 107.5
474.5, 106.5
499.5, 107.5
134.5, 130.5
184.5, 130.5
208.5, 130.5
233.5, 131.5
330.5, 130.5
353.5, 130.5
378.5, 130.5
402.5, 131.5
427.5, 131.5
450.5, 129.5
475.5, 130.5
499.5, 129.5
134.5, 155.5
160.5, 156.5
183.5, 156.5
257.5, 156.5
330.5, 156.5
353.5, 156.5
379.5, 156.5
403.5, 156.5
426.5, 155.5
452.5, 156.5
475.5, 155.5
499.5, 155.5
232.5, 182.5
450.5, 183.5
474.5, 182.5
499.5, 183.5
279.5, 207.5
304.5, 208.5
328.5, 208.5
352.5, 208.5
400.5, 208.5
473.5, 208.5
498.5, 208.5
206.5, 234.5
231.5, 234.5
255.5, 234.5
279.5, 234.5
303.5, 233.5
328.5, 233.5
376.5, 234.5
399.5, 234.5
424.5, 234.5
448.5, 234.5
473.5, 234.5
497.5, 234.5
255.5, 259.5
279.5, 259.5
305.5, 259.5
328.5, 259.5
352.5, 259.5
377.5, 259.5
400.5, 260.5
424.5, 259.5
449.5, 260.5
473.5, 260.5
498.5, 259.5
183.5, 282.5
206.5, 283.5
232.5, 283.5
256.5, 283.5
280.5, 283.5
305.5, 283.5
329.5, 283.5
353.5, 283.5
378.5, 283.5
401.5, 283.5
425.5, 284.5
450.5, 284.5
499.5, 283.5
159.5, 307.5
183.5, 307.5
208.5, 307.5
233.5, 307.5
256.5, 307.5
280.5, 307.5
305.5, 307.5
354.5, 307.5
378.5, 307.5
402.5, 307.5
426.5, 307.5
451.5, 307.5
475.5, 307.5
499.5, 307.5
182.5, 329.5
232.5, 329.5
280.5, 329.5
305.5, 329.5
331.5, 328.5
354.5, 329.5
378.5, 329.5
403.5, 329.5
426.5, 329.5
452.5, 329.5
475.5, 329.5
256.5, 350.5
280.5, 351.5
305.5, 351.5
330.5, 351.5
353.5, 350.5
378.5, 351.5
402.5, 351.5
425.5, 351.5
451.5, 351.5
475.5, 351.5
499.5, 351.5
81.5, 375.5
181.5, 375.5
231.5, 374.5
255.5, 374.5
279.5, 374.5
304.5, 374.5
328.5, 374.5
352.5, 375.5
377.5, 374.5
401.5, 374.5
424.5, 374.5
474.5, 374.5
499.5, 374.5
105.5, 398.5
131.5, 397.5
203.5, 397.5
228.5, 397.5
254.5, 397.5
277.5, 397.5
303.5, 397.5
326.5, 397.5
351.5, 397.5
375.5, 397.5
400.5, 396.5
423.5, 396.5
448.5, 397.5
472.5, 397.5
498.5, 397.5
179.5, 421.5
350.5, 419.5
423.5, 420.5
50.5, 440.5
26.5, 464.5
50.5, 464.5
148.5, 464.5
196.5, 464.5
221.5, 464.5
269.5, 464.5
294.5, 464.5
318.5, 464.5
342.5, 464.5
367.5, 464.5
391.5, 464.5
415.5, 464.5
440.5, 464.5
464.5, 464.5
489.5, 464.5
50.5, 489.5
75.5, 489.5
99.5, 489.5
123.5, 489.5
148.5, 489.5
196.5, 489.5
221.5, 489.5
245.5, 489.5
269.5, 489.5
294.5, 489.5
318.5, 489.5
342.5, 489.5
367.5, 489.5
391.5, 489.5
415.5, 489.5
440.5, 489.5
464.5, 489.5
489.5, 489.5
