20.0, 20.0
49.0, 20.0
89.0, 20.0
326.0, 20.0
365.0, 20.0
49.0, 49.0
89.0, 49.0
128.0, 49.0
168.0, 49.0
207.0, 49.0
247.0, 49.0
286.0, 49.0
326.0, 49.0
365.0, 49.0
405.0, 49.0
444.0, 49.0
484.0, 49.0
523.0, 49.0
563.0, 49.0
602.0, 49.0
642.0, 49.0
49.0, 89.0
444.0, 89.0
484.0, 89.0
20.0, 128.0
20.0, 168.0
179.0, 180.0
218.0, 180.0
256.0, 180.0
493.0, 179.0
533.0, 179.0
573.0, 178.0
690.0, 185.0
20.0, 207.0
57.0, 217.0
100.0, 218.0
140.0, 218.0
179.0, 218.0
217.0, 218.0
257.0, 217.0
295.0, 217.0
335.0, 217.0
374.0, 217.0
414.0, 217.0
453.0, 217.0
493.0, 217.0
533.0, 218.0
574.0, 217.0
614.0, 217.0
655.0, 217.0
689.0, 224.0
20.0, 247.0
60.0, 257.0
101.0, 257.0
139.0, 258.0
178.0, 257.0
217.0, 257.0
257.0, 257.0
295.0, 257.0
335.0, 257.0
374.0, 257.0
414.0, 257.0
453.0, 257.0
494.0, 258.0
533.0, 257.0
574.0, 258.0
614.0, 257.0
655.0, 257.0
20.0, 286.0
59.0, 295.0
101.0, 296.0
140.0, 296.0
179.0, 296.0
217.0, 297.0
256.0, 296.0
295.0, 296.0
334.0, 297.0
381.0, 289.0
413.0, 294.0
452.0, 297.0
493.0, 296.0
534.0, 296.0
575.0, 295.0
614.0, 295.0
656.0, 294.0
20.0, 326.0
62.0, 335.0
101.0, 334.0
139.0, 334.0
179.0, 335.0
217.0, 336.0
256.0, 335.0
294.0, 334.0
335.0, 334.0
373.0, 334.0
414.0, 334.0
453.0, 334.0
494.0, 334.0
533.0, 335.0
574.0, 335.0
615.0, 335.0
656.0, 335.0
20.0, 365.0
62.0, 374.0
101.0, 374.0
140.0, 373.0
180.0, 373.0
217.0, 374.0
256.0, 374.0
295.0, 373.0
335.0, 374.0
374.0, 374.0
414.0, 374.0
454.0, 374.0
494.0, 374.0
533.0, 374.0
574.0, 375.0
615.0, 374.0
656.0, 374.0
687.0, 380.0
20.0, 405.0
61.0, 414.0
102.0, 415.0
142.0, 415.0
178.0, 414.0
217.0, 415.0
256.0, 415.0
295.0, 415.0
336.0, 415.0
374.0, 415.0
414.0, 415.0
453.0, 415.0
494.0, 415.0
533.0, 415.0
574.0, 415.0
615.0, 415.0
656.0, 415.0
692.0, 415.0
20.0, 444.0
61.0, 454.0
101.0, 454.0
141.0, 455.0
177.0, 454.0
217.0, 455.0
255.0, 455.0
294.0, 455.0
333.0, 455.0
373.0, 455.0
413.0, 455.0
452.0, 454.0
493.0, 455.0
532.0, 455.0
574.0, 455.0
613.0, 455.0
655.0, 454.0
692.0, 455.0
20.0, 484.0
60.0, 495.0
101.0, 495.0
138.0, 495.0
178.0, 495.0
216.0, 495.0
255.0, 495.0
293.0, 495.0
333.0, 495.0
373.0, 495.0
413.0, 495.0
452.0, 495.0
492.0, 495.0
532.0, 495.0
573.0, 495.0
614.0, 494.0
654.0, 495.0
692.0, 494.0
20.0, 523.0
60.0, 533.0
100.0, 534.0
139.0, 534.0
178.0, 534.0
216.0, 534.0
255.0, 534.0
294.0, 535.0
333.0, 534.0
373.0, 534.0
413.0, 534.0
452.0, 534.0
493.0, 534.0
532.0, 534.0
573.0, 534.0
614.0, 534.0
654.0, 533.0
692.0, 533.0
20.0, 563.0
63.0, 575.0
100.0, 572.0
140.0, 573.0
179.0, 573.0
217.0, 573.0
257.0, 574.0
294.0, 573.0
335.0, 573.0
373.0, 573.0
413.0, 573.0
453.0, 574.0
493.0, 574.0
534.0, 573.0
574.0, 573.0
614.0, 573.0
655.0, 573.0
684.0, 569.0
20.0, 602.0
56.0, 614.0
100.0, 611.0
140.0, 613.0
179.0, 612.0
218.0, 612.0
256.0, 611.0
295.0, 611.0
335.0, 612.0
374.0, 612.0
414.0, 612.0
453.0, 612.0
494.0, 612.0
533.0, 612.0
574.0, 612.0
614.0, 612.0
655.0, 611.0
692.0, 611.0
20.0, 642.0
61.0, 652.0
101.0, 652.0
140.0, 653.0
178.0, 652.0
217.0, 653.0
256.0, 652.0
295.0, 652.0
334.0, 652.0
373.0, 652.0
413.0, 652.0
453.0, 652.0
493.0, 652.0
532.0, 652.0
574.0, 652.0
614.0, 652.0
655.0, 651.0
683.0, 652.0
61.0, 691.0
101.0, 691.0
141.0, 691.0
179.0, 692.0
217.0, 691.0
256.0, 692.0
295.0, 691.0
335.0, 691.0
374.0, 692.0
414.0, 692.0
454.0, 692.0
494.0, 692.0
533.0, 691.0
574.0, 691.0
615.0, 691.0
655.0, 691.0
